file_path,file_name,split,class_name,species,width,height,aspect_ratio,mode,format,size_kb,is_valid
data\train\dog - border collie\020_jpg.rf.3cfcfe2076b0a25c47810478a4c2ff57.jpg,020_jpg.rf.3cfcfe2076b0a25c47810478a4c2ff57.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.5322265625,True
data\train\dog - border collie\020_jpg.rf.7ac1572792ea4a91b3500d29917aacd7.jpg,020_jpg.rf.7ac1572792ea4a91b3500d29917aacd7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.3095703125,True
data\train\dog - border collie\020_jpg.rf.d38a0e15067828c8f8b7d0d951f0495c.jpg,020_jpg.rf.d38a0e15067828c8f8b7d0d951f0495c.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.4296875,True
data\train\dog - border collie\024_jpg.rf.0732d2a48f321b3cdfe06b2a7af7f7eb.jpg,024_jpg.rf.0732d2a48f321b3cdfe06b2a7af7f7eb.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.986328125,True
data\train\dog - border collie\024_jpg.rf.43250c128357ff1d2b4eb7ed966a51cf.jpg,024_jpg.rf.43250c128357ff1d2b4eb7ed966a51cf.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,13.6962890625,True
data\train\dog - border collie\024_jpg.rf.a36d659c789d1fc489bcdc0925fb3373.jpg,024_jpg.rf.a36d659c789d1fc489bcdc0925fb3373.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,13.94921875,True
data\train\dog - border collie\025_jpg.rf.0a964ec4fa618c4f4f829ebd01e0bec7.jpg,025_jpg.rf.0a964ec4fa618c4f4f829ebd01e0bec7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.0947265625,True
data\train\dog - border collie\025_jpg.rf.73150bdaf94acddc599bbe73638a3ead.jpg,025_jpg.rf.73150bdaf94acddc599bbe73638a3ead.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.9228515625,True
data\train\dog - border collie\025_jpg.rf.809c7da89baa71f284033ce21aad64e2.jpg,025_jpg.rf.809c7da89baa71f284033ce21aad64e2.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.73828125,True
data\train\dog - border collie\026_jpg.rf.6e0c1a011ea22936d22d5c59c09d3311.jpg,026_jpg.rf.6e0c1a011ea22936d22d5c59c09d3311.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.3818359375,True
data\train\dog - border collie\026_jpg.rf.9e0546a8b0ea6ee7ea66a635f8026ec0.jpg,026_jpg.rf.9e0546a8b0ea6ee7ea66a635f8026ec0.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.857421875,True
data\train\dog - border collie\026_jpg.rf.fcdf0236f721f83665a63904fb7f6fd7.jpg,026_jpg.rf.fcdf0236f721f83665a63904fb7f6fd7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.7021484375,True
data\train\dog - border collie\029_jpg.rf.0306249948d91bb350784bc49f87b2a8.jpg,029_jpg.rf.0306249948d91bb350784bc49f87b2a8.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.9482421875,True
data\train\dog - border collie\029_jpg.rf.47dcc1aae9b9e5482e871d733ebb5ee2.jpg,029_jpg.rf.47dcc1aae9b9e5482e871d733ebb5ee2.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.9873046875,True
data\train\dog - border collie\029_jpg.rf.ec7c842ec4257523b24c5f439481df26.jpg,029_jpg.rf.ec7c842ec4257523b24c5f439481df26.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.666015625,True
data\train\dog - border collie\032_jpg.rf.3c1947ea7718deac94c9d40bb8b500e0.jpg,032_jpg.rf.3c1947ea7718deac94c9d40bb8b500e0.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.7275390625,True
data\train\dog - border collie\032_jpg.rf.d52185847c51b05825bd7758886ae072.jpg,032_jpg.rf.d52185847c51b05825bd7758886ae072.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.7255859375,True
data\train\dog - border collie\032_jpg.rf.ee306e2ce1e573c836bbefbe4a52d586.jpg,032_jpg.rf.ee306e2ce1e573c836bbefbe4a52d586.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.48046875,True
data\train\dog - border collie\033_jpg.rf.54136df2e82b186ae22cb3f096e017f8.jpg,033_jpg.rf.54136df2e82b186ae22cb3f096e017f8.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.869140625,True
data\train\dog - border collie\033_jpg.rf.54c62378c505701f18d1d571be34915d.jpg,033_jpg.rf.54c62378c505701f18d1d571be34915d.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.51953125,True
data\train\dog - border collie\033_jpg.rf.cce3c150aeb205e5a41e2885f6f2f0ac.jpg,033_jpg.rf.cce3c150aeb205e5a41e2885f6f2f0ac.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.8203125,True
data\train\dog - border collie\034_jpg.rf.231e9d7f71dd9af9278d00419e0c638a.jpg,034_jpg.rf.231e9d7f71dd9af9278d00419e0c638a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,14.8349609375,True
data\train\dog - border collie\034_jpg.rf.c67c22836b5db086de6ab53228059334.jpg,034_jpg.rf.c67c22836b5db086de6ab53228059334.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,14.3408203125,True
data\train\dog - border collie\034_jpg.rf.e8df0d78e818881a9ff46e6c685a9306.jpg,034_jpg.rf.e8df0d78e818881a9ff46e6c685a9306.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,14.623046875,True
data\train\dog - border collie\036_jpg.rf.0976f16d44bf08970598e7d7d7e4f7a5.jpg,036_jpg.rf.0976f16d44bf08970598e7d7d7e4f7a5.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.9267578125,True
data\train\dog - border collie\036_jpg.rf.bca860743648dcd68951a1b7c9acd850.jpg,036_jpg.rf.bca860743648dcd68951a1b7c9acd850.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.796875,True
data\train\dog - border collie\036_jpg.rf.cad9df9ee53704ed41b6ab7760ca0de7.jpg,036_jpg.rf.cad9df9ee53704ed41b6ab7760ca0de7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.056640625,True
data\train\dog - border collie\038_jpg.rf.7dca0dcc90a40235a0adb8b8c21cdee0.jpg,038_jpg.rf.7dca0dcc90a40235a0adb8b8c21cdee0.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.8310546875,True
data\train\dog - border collie\038_jpg.rf.850318549e7c69be16626443a7e7f842.jpg,038_jpg.rf.850318549e7c69be16626443a7e7f842.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.8359375,True
data\train\dog - border collie\038_jpg.rf.bde2f5bbbe1d1c5707b9515002782e25.jpg,038_jpg.rf.bde2f5bbbe1d1c5707b9515002782e25.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.7734375,True
data\train\dog - border collie\039_jpg.rf.42f0162ba1275e08c43073690ab3f0d1.jpg,039_jpg.rf.42f0162ba1275e08c43073690ab3f0d1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.1884765625,True
data\train\dog - border collie\039_jpg.rf.8c57c278ce002bdd37397580ab869049.jpg,039_jpg.rf.8c57c278ce002bdd37397580ab869049.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,6.8564453125,True
data\train\dog - border collie\039_jpg.rf.9a3d9c3ab38a4dcd14224c673a220c1d.jpg,039_jpg.rf.9a3d9c3ab38a4dcd14224c673a220c1d.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,6.8935546875,True
data\train\dog - border collie\03_jpg.rf.2aec793d1bf3fdd28e7b6a51b9da4ee2.jpg,03_jpg.rf.2aec793d1bf3fdd28e7b6a51b9da4ee2.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.5224609375,True
data\train\dog - border collie\03_jpg.rf.38bd3ade5db60f99aa293e77ae67a744.jpg,03_jpg.rf.38bd3ade5db60f99aa293e77ae67a744.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.923828125,True
data\train\dog - border collie\03_jpg.rf.ec17679b9a7414cbaf990855f22e4735.jpg,03_jpg.rf.ec17679b9a7414cbaf990855f22e4735.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.9814453125,True
data\train\dog - border collie\042_jpg.rf.218dab60d3862afed5c425f06875c1a9.jpg,042_jpg.rf.218dab60d3862afed5c425f06875c1a9.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.0439453125,True
data\train\dog - border collie\042_jpg.rf.b7b7f07fe18d66309e89338ef4d11019.jpg,042_jpg.rf.b7b7f07fe18d66309e89338ef4d11019.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.212890625,True
data\train\dog - border collie\042_jpg.rf.ca606615a95ac28d5b0f625e01d24e6c.jpg,042_jpg.rf.ca606615a95ac28d5b0f625e01d24e6c.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.873046875,True
data\train\dog - border collie\044_jpg.rf.4c25c60865af23fdeac5222a76c2fb41.jpg,044_jpg.rf.4c25c60865af23fdeac5222a76c2fb41.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.6767578125,True
data\train\dog - border collie\044_jpg.rf.822bd15e08bb9ba1de447fcb0295d984.jpg,044_jpg.rf.822bd15e08bb9ba1de447fcb0295d984.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.82421875,True
data\train\dog - border collie\044_jpg.rf.ef72f1b3582edd7ca5a0987b3de9b449.jpg,044_jpg.rf.ef72f1b3582edd7ca5a0987b3de9b449.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.88671875,True
data\train\dog - border collie\046_jpg.rf.8aed9128d10edcf4ab59129d3a44db3a.jpg,046_jpg.rf.8aed9128d10edcf4ab59129d3a44db3a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.982421875,True
data\train\dog - border collie\046_jpg.rf.9bcf0eba1b5834c9892e11eb08611536.jpg,046_jpg.rf.9bcf0eba1b5834c9892e11eb08611536.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.515625,True
data\train\dog - border collie\046_jpg.rf.f35bb46628c042b52b622701d6f8a372.jpg,046_jpg.rf.f35bb46628c042b52b622701d6f8a372.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.1904296875,True
data\train\dog - border collie\048_jpg.rf.2481d26a46069642ce6280babe9d5fa7.jpg,048_jpg.rf.2481d26a46069642ce6280babe9d5fa7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.4404296875,True
data\train\dog - border collie\048_jpg.rf.7944f771071bc7326ccb362d771ebef5.jpg,048_jpg.rf.7944f771071bc7326ccb362d771ebef5.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.3671875,True
data\train\dog - border collie\048_jpg.rf.796c56c77ed28233057e43d09b0bdb16.jpg,048_jpg.rf.796c56c77ed28233057e43d09b0bdb16.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.8056640625,True
data\train\dog - border collie\04_jpg.rf.55d6bfa4c92cdbfcc628f35b4bcbfb41.jpg,04_jpg.rf.55d6bfa4c92cdbfcc628f35b4bcbfb41.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.826171875,True
data\train\dog - border collie\04_jpg.rf.a091ad141f1465a30caf766da92ef767.jpg,04_jpg.rf.a091ad141f1465a30caf766da92ef767.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.1337890625,True
data\train\dog - border collie\04_jpg.rf.d38bf36848b14bf90b4cf9299ce305e7.jpg,04_jpg.rf.d38bf36848b14bf90b4cf9299ce305e7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.1240234375,True
data\train\dog - border collie\051_jpg.rf.907287f180a51b925142ba847490c9c2.jpg,051_jpg.rf.907287f180a51b925142ba847490c9c2.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.810546875,True
data\train\dog - border collie\051_jpg.rf.b385435fcf18ba4b4e17332b9ee38d58.jpg,051_jpg.rf.b385435fcf18ba4b4e17332b9ee38d58.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.93359375,True
data\train\dog - border collie\051_jpg.rf.cfbf7efe2207e683edb7cbbfe47697d3.jpg,051_jpg.rf.cfbf7efe2207e683edb7cbbfe47697d3.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.666015625,True
data\train\dog - border collie\053_jpg.rf.79bf407ade4f205aa5769d2e3f3abbd1.jpg,053_jpg.rf.79bf407ade4f205aa5769d2e3f3abbd1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.7841796875,True
data\train\dog - border collie\053_jpg.rf.a0085debbdcd40ff86b12103f93dd793.jpg,053_jpg.rf.a0085debbdcd40ff86b12103f93dd793.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.314453125,True
data\train\dog - border collie\053_jpg.rf.ca201dd279c2a4bb4d6535a419c1df99.jpg,053_jpg.rf.ca201dd279c2a4bb4d6535a419c1df99.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.189453125,True
data\train\dog - border collie\056_jpg.rf.10d79b8cc12590ed414c57f96b92f811.jpg,056_jpg.rf.10d79b8cc12590ed414c57f96b92f811.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.4609375,True
data\train\dog - border collie\056_jpg.rf.50ed006d09e7ad18d28c1e0dfc4ab111.jpg,056_jpg.rf.50ed006d09e7ad18d28c1e0dfc4ab111.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.0859375,True
data\train\dog - border collie\056_jpg.rf.65ba2162f52e16b5956da7ad8616148a.jpg,056_jpg.rf.65ba2162f52e16b5956da7ad8616148a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.791015625,True
data\train\dog - border collie\057_jpg.rf.46e7345d12c9b316e217d53da534eae1.jpg,057_jpg.rf.46e7345d12c9b316e217d53da534eae1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.62890625,True
data\train\dog - border collie\057_jpg.rf.4e4a7aea2f21df19b77fa37f91469461.jpg,057_jpg.rf.4e4a7aea2f21df19b77fa37f91469461.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.0224609375,True
data\train\dog - border collie\057_jpg.rf.5d93901f96318489321bd299bdca2b9a.jpg,057_jpg.rf.5d93901f96318489321bd299bdca2b9a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.703125,True
data\train\dog - border collie\058_jpg.rf.0c502210b0a9c4e0cddd6d1726c217b9.jpg,058_jpg.rf.0c502210b0a9c4e0cddd6d1726c217b9.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.677734375,True
data\train\dog - border collie\058_jpg.rf.62d237b12f80c959e59713f9316f31b6.jpg,058_jpg.rf.62d237b12f80c959e59713f9316f31b6.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.7373046875,True
data\train\dog - border collie\058_jpg.rf.7edaedf57456c8d10440ce5320940850.jpg,058_jpg.rf.7edaedf57456c8d10440ce5320940850.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.8125,True
data\train\dog - border collie\05_jpg.rf.09c840db399f5080ebe08579ecb17371.jpg,05_jpg.rf.09c840db399f5080ebe08579ecb17371.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.76953125,True
data\train\dog - border collie\05_jpg.rf.463d2cd212f7078fe04e08ddd014f756.jpg,05_jpg.rf.463d2cd212f7078fe04e08ddd014f756.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.2109375,True
data\train\dog - border collie\05_jpg.rf.fe7248775b6d04e6871f153cb28b6fbd.jpg,05_jpg.rf.fe7248775b6d04e6871f153cb28b6fbd.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.9736328125,True
data\train\dog - border collie\060_jpg.rf.0b636b705972790883e1152cf3092df9.jpg,060_jpg.rf.0b636b705972790883e1152cf3092df9.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.2509765625,True
data\train\dog - border collie\060_jpg.rf.2e6c58ce52de6285d16caca1ecb7e4a4.jpg,060_jpg.rf.2e6c58ce52de6285d16caca1ecb7e4a4.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.27734375,True
data\train\dog - border collie\060_jpg.rf.6623e931c4358f22697adc41e260eda0.jpg,060_jpg.rf.6623e931c4358f22697adc41e260eda0.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.400390625,True
data\train\dog - border collie\063_jpg.rf.7b7f426d216371b33b63db5fd5e29a9c.jpg,063_jpg.rf.7b7f426d216371b33b63db5fd5e29a9c.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.240234375,True
data\train\dog - border collie\063_jpg.rf.9db86975954a2540d41c631554562165.jpg,063_jpg.rf.9db86975954a2540d41c631554562165.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.4638671875,True
data\train\dog - border collie\063_jpg.rf.bde8923a48ed569f0000fe1f65f4b453.jpg,063_jpg.rf.bde8923a48ed569f0000fe1f65f4b453.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.1865234375,True
data\train\dog - border collie\064_jpg.rf.140d8b50ab60c2f45b016d943e2d09ec.jpg,064_jpg.rf.140d8b50ab60c2f45b016d943e2d09ec.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.9736328125,True
data\train\dog - border collie\064_jpg.rf.34ddf44d04f72171ccb4572c99a16494.jpg,064_jpg.rf.34ddf44d04f72171ccb4572c99a16494.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.373046875,True
data\train\dog - border collie\064_jpg.rf.f15d2bf9e558a969080ac09496425f17.jpg,064_jpg.rf.f15d2bf9e558a969080ac09496425f17.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.373046875,True
data\train\dog - border collie\066_jpg.rf.2c840050f07e634228c34b80a46a324d.jpg,066_jpg.rf.2c840050f07e634228c34b80a46a324d.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.9736328125,True
data\train\dog - border collie\066_jpg.rf.38028fb22aa9ae1bd943ca8e24720c1d.jpg,066_jpg.rf.38028fb22aa9ae1bd943ca8e24720c1d.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.705078125,True
data\train\dog - border collie\066_jpg.rf.ccb5457dbf21339efc2f47faf39ec401.jpg,066_jpg.rf.ccb5457dbf21339efc2f47faf39ec401.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.5537109375,True
data\train\dog - border collie\067_jpg.rf.36b6314a88390f8c78338e92ad1f47d1.jpg,067_jpg.rf.36b6314a88390f8c78338e92ad1f47d1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.4892578125,True
data\train\dog - border collie\067_jpg.rf.484e28ed53c31f617e42f64515dc364f.jpg,067_jpg.rf.484e28ed53c31f617e42f64515dc364f.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.1591796875,True
data\train\dog - border collie\067_jpg.rf.7a4d85221e1fe3cb4495638702d0188e.jpg,067_jpg.rf.7a4d85221e1fe3cb4495638702d0188e.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.1875,True
data\train\dog - border collie\068_jpg.rf.42f1ac8045cf74aab07483be6a70f39f.jpg,068_jpg.rf.42f1ac8045cf74aab07483be6a70f39f.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,16.3701171875,True
data\train\dog - border collie\068_jpg.rf.5606d9fe5c7cf49f1027b2a639765979.jpg,068_jpg.rf.5606d9fe5c7cf49f1027b2a639765979.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,16.294921875,True
data\train\dog - border collie\068_jpg.rf.7fbc7c77328cec3e310583d6a7eec2b4.jpg,068_jpg.rf.7fbc7c77328cec3e310583d6a7eec2b4.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,16.025390625,True
data\train\dog - border collie\069_jpg.rf.41535ecbae8fd49c9764b79e1b8b8ec1.jpg,069_jpg.rf.41535ecbae8fd49c9764b79e1b8b8ec1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.4912109375,True
data\train\dog - border collie\069_jpg.rf.6464a2449dd189088045c3eba3566aa0.jpg,069_jpg.rf.6464a2449dd189088045c3eba3566aa0.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.6484375,True
data\train\dog - border collie\069_jpg.rf.e37c5bc298e346f25a5ffc3995e3ebc9.jpg,069_jpg.rf.e37c5bc298e346f25a5ffc3995e3ebc9.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.724609375,True
data\train\dog - border collie\06_jpg.rf.066c935a55a00dca4fd7251641d6c9c1.jpg,06_jpg.rf.066c935a55a00dca4fd7251641d6c9c1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.6357421875,True
data\train\dog - border collie\06_jpg.rf.08f3700cc1b45f4ca98a9a0ffca5a035.jpg,06_jpg.rf.08f3700cc1b45f4ca98a9a0ffca5a035.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.498046875,True
data\train\dog - border collie\06_jpg.rf.5c2aa5a41562f54924307f36ba0914cd.jpg,06_jpg.rf.5c2aa5a41562f54924307f36ba0914cd.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.4921875,True
data\train\dog - border collie\06_jpg.rf.5dab935f2b3156bc98f0dfc6763d85e7.jpg,06_jpg.rf.5dab935f2b3156bc98f0dfc6763d85e7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.71484375,True
data\train\dog - border collie\06_jpg.rf.f14b18de0a8cfb27b0a541149bebde6c.jpg,06_jpg.rf.f14b18de0a8cfb27b0a541149bebde6c.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.73046875,True
data\train\dog - border collie\06_jpg.rf.f9e31e3bc9524e32bc3058e5c738e0e4.jpg,06_jpg.rf.f9e31e3bc9524e32bc3058e5c738e0e4.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.3505859375,True
data\train\dog - border collie\070_jpg.rf.34e7818338444445173f2fbc2da00e2a.jpg,070_jpg.rf.34e7818338444445173f2fbc2da00e2a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.9580078125,True
data\train\dog - border collie\070_jpg.rf.9ebf022612c1e9a00975b63fdfec4aa6.jpg,070_jpg.rf.9ebf022612c1e9a00975b63fdfec4aa6.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.517578125,True
data\train\dog - border collie\070_jpg.rf.dcad511807300b4407b17401c7811faa.jpg,070_jpg.rf.dcad511807300b4407b17401c7811faa.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.4013671875,True
data\train\dog - border collie\071_jpg.rf.54afcc268fc52224a18ff29122f69aa2.jpg,071_jpg.rf.54afcc268fc52224a18ff29122f69aa2.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.3017578125,True
data\train\dog - border collie\071_jpg.rf.665ce4ebbd52c75d23b51b7605eaef21.jpg,071_jpg.rf.665ce4ebbd52c75d23b51b7605eaef21.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,11.9052734375,True
data\train\dog - border collie\071_jpg.rf.da2aeaba4cee73558ff68ff51994bc02.jpg,071_jpg.rf.da2aeaba4cee73558ff68ff51994bc02.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.1787109375,True
data\train\dog - border collie\072_jpg.rf.7a87b529c2e06635059e5af71504c761.jpg,072_jpg.rf.7a87b529c2e06635059e5af71504c761.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.7265625,True
data\train\dog - border collie\072_jpg.rf.dafcf4c1b345d3e4c1f2471f106ce70a.jpg,072_jpg.rf.dafcf4c1b345d3e4c1f2471f106ce70a.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,9.6689453125,True
data\train\dog - border collie\072_jpg.rf.dda760a67394b09f1e912914e5e1c3a3.jpg,072_jpg.rf.dda760a67394b09f1e912914e5e1c3a3.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.271484375,True
data\train\dog - border collie\073_jpg.rf.27fbf51127ea02815ad89b9e1069d89d.jpg,073_jpg.rf.27fbf51127ea02815ad89b9e1069d89d.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.646484375,True
data\train\dog - border collie\073_jpg.rf.5758158069570af88f3aeb5277956836.jpg,073_jpg.rf.5758158069570af88f3aeb5277956836.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.978515625,True
data\train\dog - border collie\073_jpg.rf.dfe77d0c7d327db291c76163c46bb6db.jpg,073_jpg.rf.dfe77d0c7d327db291c76163c46bb6db.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,12.349609375,True
data\train\dog - border collie\076_jpg.rf.2fc93053729861e5ceaec928b1de124e.jpg,076_jpg.rf.2fc93053729861e5ceaec928b1de124e.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.44140625,True
data\train\dog - border collie\076_jpg.rf.5a90796ce004e1ce71c306fed7a4225c.jpg,076_jpg.rf.5a90796ce004e1ce71c306fed7a4225c.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.623046875,True
data\train\dog - border collie\076_jpg.rf.aa29105a4a9b7e534086e8840ef2f3e1.jpg,076_jpg.rf.aa29105a4a9b7e534086e8840ef2f3e1.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.73828125,True
data\train\dog - border collie\078_jpg.rf.645527d38c2748c8923f67e518c97dff.jpg,078_jpg.rf.645527d38c2748c8923f67e518c97dff.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.1513671875,True
data\train\dog - border collie\078_jpg.rf.74aa9dd386985374aebc6dba3a3b4974.jpg,078_jpg.rf.74aa9dd386985374aebc6dba3a3b4974.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.3515625,True
data\train\dog - border collie\078_jpg.rf.9f54081db56416701eaa72050cba7024.jpg,078_jpg.rf.9f54081db56416701eaa72050cba7024.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.1943359375,True
data\train\dog - border collie\07_jpg.rf.448ccbe0dbbb0f70cd033722e7a6d055.jpg,07_jpg.rf.448ccbe0dbbb0f70cd033722e7a6d055.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,8.19921875,True
data\train\dog - border collie\07_jpg.rf.6c7b4424af6b9ce0d9f60a0e105b1b6f.jpg,07_jpg.rf.6c7b4424af6b9ce0d9f60a0e105b1b6f.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,7.361328125,True
data\train\dog - border collie\07_jpg.rf.925100b2894fc0fd9b04b13f18ddfec7.jpg,07_jpg.rf.925100b2894fc0fd9b04b13f18ddfec7.jpg,train,dog - border collie,dog,224,224,1.0,RGB,JPEG,10.7001953125,True
